"chart","age","age_units","gender","measure","measure_units","L","M","S"
"fenton_2025",30.2857142857143,"weeks","f","length","cm",1,39.208234836438,0.0617292662657009
"fenton_2025",30.4285714285714,"weeks","f","length","cm",1,39.4118572157608,0.0614247654408133
"fenton_2025",30.5714285714286,"weeks","f","length","cm",1,39.6133766708334,0.0611215411171272
"fenton_2025",30.7142857142857,"weeks","f","length","cm",1,39.8126915662498,0.0608196196142551
"fenton_2025",30.8571428571429,"weeks","f","length","cm",1,40.0100918858167,0.0605190272518094
"fenton_2025",31,"weeks","f","length","cm",1,40.2058846402628,0.0602197903494024
"fenton_2025",31.1428571428571,"weeks","f","length","cm",1,40.4003768403168,0.0599219352266466
"fenton_2025",31.2857142857143,"weeks","f","length","cm",1,40.5938754967075,0.0596254882031543
"fenton_2025",31.4285714285714,"weeks","f","length","cm",1,40.7866876201636,0.059330475598538
"fenton_2025",31.5714285714286,"weeks","f","length","cm",1,40.9791042486951,0.0590369237324102
"fenton_2025",31.7142857142857,"weeks","f","length","cm",1,41.1710490477824,0.058744858924383
"fenton_2025",31.8571428571429,"weeks","f","length","cm",1,41.3620783103754,0.0584543074940691
"fenton_2025",32,"weeks","f","length","cm",1,41.5517323567059,0.0581652957610807
"fenton_2025",32.1428571428571,"weeks","f","length","cm",1,41.7395515070053,0.0578778500450303
"fenton_2025",32.2857142857143,"weeks","f","length","cm",1,41.9250760815052,0.0575919966655303
"fenton_2025",32.4285714285714,"weeks","f","length","cm",1,42.1078464004371,0.0573077619421931
"fenton_2025",32.5714285714286,"weeks","f","length","cm",1,42.287431835124,0.0570251721946311
"fenton_2025",32.7142857142857,"weeks","f","length","cm",1,42.4640699319914,0.0567442537424566
"fenton_2025",32.8571428571429,"weeks","f","length","cm",1,42.6386664125676,0.0564650329052822
"fenton_2025",33,"weeks","f","length","cm",1,42.8121560494721,0.0561875360027202
"fenton_2025",33.1428571428571,"weeks","f","length","cm",1,42.9854736153245,0.055911789354383
"fenton_2025",33.2857142857143,"weeks","f","length","cm",1,43.1595538827444,0.055637819279883
"fenton_2025",33.4285714285714,"weeks","f","length","cm",1,43.3353316243514,0.0553656520988326
"fenton_2025",33.5714285714286,"weeks","f","length","cm",1,43.5137034065887,0.0550953141308443
"fenton_2025",33.7142857142857,"weeks","f","length","cm",1,43.6946870538418,0.0548268316955304
"fenton_2025",33.8571428571429,"weeks","f","length","cm",1,43.8774216484389,0.0545602311125033
"fenton_2025",34,"weeks","f","length","cm",1,44.0610080665314,0.0542955387013754
"fenton_2025",34.1428571428571,"weeks","f","length","cm",1,44.244547184271,0.0540327807817592
"fenton_2025",34.2857142857143,"weeks","f","length","cm",1,44.4271398778092,0.053771983673267
"fenton_2025",34.4285714285714,"weeks","f","length","cm",1,44.6078870232978,0.0535131736955111
"fenton_2025",34.5714285714286,"weeks","f","length","cm",1,44.7859145885089,0.0532563771681041
"fenton_2025",34.7142857142857,"weeks","f","length","cm",1,44.9609256484935,0.0530016204106582
"fenton_2025",34.8571428571429,"weeks","f","length","cm",1,45.1332003855804,0.0527489297427861
"fenton_2025",35,"weeks","f","length","cm",1,45.3030440737196,0.0524983314841
"fenton_2025",35.1428571428571,"weeks","f","length","cm",1,45.4707619868608,0.0522498519542124
"fenton_2025",35.2857142857143,"weeks","f","length","cm",1,45.6366593989538,0.0520035174727357
"fenton_2025",35.4285714285714,"weeks","f","length","cm",1,45.8010415839485,0.0517593543592824
"fenton_2025",35.5714285714286,"weeks","f","length","cm",1,45.9642031842674,0.0515173889334649
"fenton_2025",35.7142857142857,"weeks","f","length","cm",1,46.1261943172034,0.0512776475148956
"fenton_2025",35.8571428571429,"weeks","f","length","cm",1,46.28682057492,0.0510401564231868
"fenton_2025",36,"weeks","f","length","cm",1,46.4458769180532,0.0508049419779507
"fenton_2025",36.1428571428571,"weeks","f","length","cm",1,46.6031583072392,0.0505720304987996
"fenton_2025",36.2857142857143,"weeks","f","length","cm",1,46.7584597031142,0.050341448305346
"fenton_2025",36.4285714285714,"weeks","f","length","cm",1,46.9115760663141,0.0501132217172019
"fenton_2025",36.5714285714286,"weeks","f","length","cm",1,47.0623091782706,0.0498873759964955
"fenton_2025",36.7142857142857,"weeks","f","length","cm",1,47.2106176987086,0.0496639120832129
"fenton_2025",36.8571428571429,"weeks","f","length","cm",1,47.3566171656468,0.0494428065951988
"fenton_2025",37,"weeks","f","length","cm",1,47.5004299378994,0.0492240350928136
